idEstado,idHojaVida,idHVEduUniversitaria,intItemEduUni,strAnioBachiller,strAnioTitulo,strBachillerEduUni,strCarreraUni,strConcluidoEduUni,strEduUniversitaria,strEgresadoEduUni,strMetodoAccion,strOrder,strTengoEduUniversitaria,strTituloUni,strUniversidad,strUsuario,strComentario,fecha_registro
1,136233,139908,1,1994,,,ABOGADA,1,1,1,,,1,,UNIVERSIDAD INCA GARCILASO DE LA VEGA ASOCIACIÓN CIVIL,,SE OBTUVO EL GRADO DE BACHILLER EN EL AÑO 1993 Y POSTERIORMENTE EL TITULO EN EL AÑO 1994,2021-02-21 12:00:47
1,136188,139834,1,2008,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD ANDINA NÉSTOR CÁCERES VELÁSQUEZ,,BACHILLER EN EL AÑO 2006 Y EL TÍTULO 2008,2021-02-21 12:00:47
1,136626,140444,1,1995,,,INGENIERO QUIMICO,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE TRUJILLO,,,2021-02-21 12:00:47
1,136626,140464,2,1995,,0,BACHILLER EN INGENIERIA QUIMICA,1,1,0,,,1,0,UNIVERSIDAD NACIONAL DE TRUJILLO,,,2021-02-21 12:00:47
1,135341,138641,1,,,0,DERECHO Y CIENCIAS POLITICAS,2,1,2,,,1,0,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,,,2021-02-21 12:00:47
1,135289,138558,1,2010,,,LICENCIADO EN PERIODISMO,1,1,1,,,1,,ESCUELA DE PERIODISMO JAIME BAUSATE Y MEZA,,,2021-02-21 12:00:47
1,135289,138600,2,2009,,0,BACHILLER EN PERIODISMO,1,1,1,,,1,0,ESCUELA DE PERIODISMO JAIME BAUSATE Y MEZA,,,2021-02-21 12:00:47
1,137542,141807,1,,,0,ADMINISTRACION Y NEGOCIOS,2,1,2,,,1,0,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS,,CURSANDO EL NOVENO CICLO DE LA CARRERA DE ADMINISTRACION Y NEGOCIOS,2021-02-21 12:00:47
1,136318,140036,1,1992,,0,BACHILLER EN HUMANIDADES CON MENCION EN LIGUISTICA Y LITERATURA,1,1,1,,,1,0,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,,,2021-02-21 12:00:47
1,137806,142129,1,1979,,,Bachiller en Economía,1,1,1,,,1,,UNIVERSIDAD DE LIMA,,,2021-02-21 12:00:47
1,135595,138952,1,1994,,,BACHILLER EN SOCIOLOGIA,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE CAJAMARCA,,,2021-02-21 12:00:47
1,135595,139334,2,1997,,0,PEDAGOGIA,1,1,1,,,1,0,MARCELINO CHAMPAGNAT,,,2021-02-21 12:00:47
1,135595,139349,3,1996,,0,LICENCIATURA,1,1,1,,,1,0,UNIVERSIDAD PONTIFICA GREOGORIANA DE ROMA,,,2021-02-21 12:00:47
1,136358,140103,1,1997,,0,LICENCIADA EN EDUCACIÓN SECUNDARIA,1,1,1,,,1,0,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL,,ESPECIALIDAD: BIOLOGIA - QUIMICA,2021-02-21 12:00:47
1,135264,138524,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,137792,142114,1,2006,,,BACHILLER EN EDUCACION,1,1,1,,,1,,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,,,2021-02-21 12:00:47
1,135388,138694,1,2001,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD DE SAN MARTÍN DE PORRES,,,2021-02-21 12:00:47
1,136953,140983,1,,,0,CIENCIAS ADMINISTRATIVAS,2,1,2,,,1,0,UNIVERSIDAD INCA GARCILAZO DE LA VEGA,,,2021-02-21 12:00:47
1,136156,139800,1,1972,,,BIOLOGO,1,1,1,,,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,,,2021-02-21 12:00:47
1,136938,140939,1,1964,,0,INGENIERO ZOOTECNISTA,1,1,1,,,1,0,UNIVERSIDAD AGRARIA DE LA MOLINA,,,2021-02-21 12:00:47
1,134923,138588,1,1995,,0,INGENIERO INDUSTRIAL,1,1,1,,,1,0,UNIVERSIDAD DE PIURA,,,2021-02-21 12:00:47
1,134807,137842,1,2000,,,ENFERMERA,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA,,,2021-02-21 12:00:47
1,133825,136504,1,1972,,0,BACHILLER EN CIENCIAS MARITIMAS NAVALES,1,1,1,,,1,0,ESCUELA NAVAL DEL PERU,,RECIBI TAMBIEN MI DESPACHO DE ALFEREZ DE FRAGATA,2021-02-21 12:00:47
1,134910,141805,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,134911,141717,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,134912,137982,1,2018,,,LICENCIADO EN CIENCIAS DE LA ADMINISTRACION AEROESPACIAL,1,1,1,,,1,,ESCUELA DE OFICIALES DE LA FUERZA AÉREA DEL PERÚ,,GRADUADO COMO OFICIAL FAP EN EL AÑO 1985 CON EL TITULO DE ADMINISTRACION GENERAL,2021-02-21 12:00:47
1,134976,138067,1,2003,,,ABOGADO,1,1,1,,,1,,PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ,,,2021-02-21 12:00:47
1,133901,136631,1,1993,,0,ARQUITECTA,1,1,1,,,1,0,UNIVERSIDAD PARTICULAR RICARDO PALMA,,,2021-02-21 12:00:47
1,135152,138343,1,2006,,,ESPECIALISTA EN CARIELOGÍA Y ENDODONCIA,1,1,1,,,1,,UNIVERSIDAD PERUANA LOS ANDES,,,2021-02-21 12:00:47
1,135152,138349,2,1995,,0,BACHILLER EN ODONTOLOGÍA,1,1,1,,,1,0,UNIVERSIDAD DE SAN MARTÍN DE PORRES,,,2021-02-21 12:00:47
1,135152,138350,3,1996,,0,CIRUJANO DENTISTA,1,1,1,,,1,0,UNIVERSIDAD DE SAN MARTÍN DE PORRES,,,2021-02-21 12:00:47
1,135111,138284,1,1982,,,BACHILLER EN CIENCIAS SOCIALES CON MENCION EN SOCIOLOGIA,1,1,1,,,1,,PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ,,,2021-02-21 12:00:47
1,135328,138617,1,2013,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD INCA GARCILASO DE LA VEGA ASOCIACIÓN CIVIL,,AÑO DE OBTENCION DEL TITULO EN LA UIGV 2013,2021-02-21 12:00:47
1,136122,139759,1,1999,,0,ABOGADO,1,1,1,,,1,0,UNIVERSIDAD NACIONAL SAN AGUSTIN,,,2021-02-21 12:00:47
1,135612,138983,1,2002,,0,INGENIERO DE COMPUTACION Y SISTEMAS,1,1,1,,,1,0,UNIVERSIDAD PARTICULAR SAN MARTIN DE PORRES,,,2021-02-21 12:00:47
1,136512,140298,1,2014,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD INCA GARCILASO DE LA VEGA ASOCIACIÓN CIVIL,,,2021-02-21 12:00:47
1,135626,139005,1,2015,,,ABOGADA,1,1,1,,,1,,UNIVERSIDAD DE SAN MARTÍN DE PORRES,,,2021-02-21 12:00:47
1,135582,138935,1,2013,,,LICENCIADO EN ECONOMIA,1,1,1,,,1,,UNIVERSIDAD DEL PACÍFICO,,,2021-02-21 12:00:47
1,136524,140312,1,2008,,,ABOGADA,1,1,1,,,1,,UNIVERSIDAD PARTICULAR DE IQUITOS,,,2021-02-21 12:00:47
1,135681,139098,1,2002,,0,ABOGADO,1,1,1,,,1,0,UNIVERSIDAD PARTICULAR SAN MARTIN DE PORRES,,,2021-02-21 12:00:47
1,135671,139079,1,2013,,,BACHILLER EN ADMINISTRACION,1,1,1,,,1,,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL,,,2021-02-21 12:00:47
1,135671,139082,2,2014,,0,LICENCIADO,1,1,1,,,1,0,ADMINISTRACION PUBLICA,,,2021-02-21 12:00:47
1,135695,139112,1,1981,,,INGENIERO AGRÓNOMO,1,1,1,,,1,,UNIVERSIDAD NACIONAL AGRARIA LA MOLINA,,,2021-02-21 12:00:47
1,135699,139123,1,2007,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD DE LIMA,,,2021-02-21 12:00:47
1,135705,139132,1,2003,,,LICENCIADO EN CIENCIAS POLTICA,1,1,1,,,1,,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL,,,2021-02-21 12:00:47
1,135708,139143,1,,,0,ODONTOLOGIA,2,1,2,,,1,0,UNIVERSIDAD PARTICULAR SAN MARTIN DE PORRES,,SE RETIRÓ POR MOTIVOS DE SALUD,2021-02-21 12:00:47
1,136469,140254,1,2020,,0,DERECHO,1,1,1,,,1,0,UNIVERSIDAD SEÑOR DE SIPAN,,,2021-02-21 12:00:47
1,135712,139147,1,2007,,,LICENCIADO EN COMUNICACION,1,1,1,,,1,,UNIVERSIDAD DE PIURA,,,2021-02-21 12:00:47
1,135714,139153,1,,,0,NO,1,1,1,,,1,0,SAN IGNACIO DE LOYOLA,,EGRESADO CON ESTUDIOS CONCLUIDOS,2021-02-21 12:00:47
1,135718,139156,1,2006,,,LICENCIADA EN ENFERMERIA,1,1,1,,,1,,ASOCIACIÓN UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA,,,2021-02-21 12:00:47
1,135736,139193,1,2012,,,LICENCIADA EN CIENCIAS DE LA COMUNICACION,1,1,1,,,1,,UNIVERSIDAD DE SAN MARTÍN DE PORRES,,,2021-02-21 12:00:47
1,135845,139357,1,2013,,,LICENCIADA EN ADMINISTRACION Y GERENCIA,1,1,1,,,1,,UNIVERSIDAD RICARDO PALMA,,,2021-02-21 12:00:47
1,135853,139367,1,2018,,,BACHILLER EN DERECHO,1,1,1,,,1,,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,,,2021-02-21 12:00:47
1,135887,139410,1,2007,,,INGENIERO INDUSTRIAL Y DE SISTEMAS,1,1,1,,,1,,UNIVERSIDAD DE PIURA,,TERCIO SUPERIOR,2021-02-21 12:00:47
1,136032,139608,1,2019,,,BACHILLER EN DERECHO,1,1,1,,,1,,UNIVERSIDAD PERUANA DE LAS AMÉRICAS SAC,,,2021-02-21 12:00:47
1,136032,139645,2,2015,,0,LICENCIADO EN PSICOLOGIA,1,1,1,,,1,0,UNIVERSIDAD SAN MARTIN DE PORRES,,,2021-02-21 12:00:47
1,136065,142192,1,2007,,0,DERECHO,2,1,0,,,1,0,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS,,LE FALTA UN CURSO DEL DECIMO CICLO PARA TERMINAR LA CARRERA,2021-02-21 12:00:47
1,136090,139701,1,2014,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD INCA GARCILASO DE LA VEGA ASOCIACIÓN CIVIL,,,2021-02-21 12:00:47
1,136094,139715,1,,,0,ARQUITECTURA,2,1,2,,,1,0,UNIVERSIDAD RICARDO PALMA,,,2021-02-21 12:00:47
1,136103,139726,1,,,0,EN PROCESO,2,1,2,,,1,0,UNIVERSIDAD FEDERICO VILLARREAL,,EN PROCESO,2021-02-21 12:00:47
1,136109,139728,1,2006,,,LICENCIADO EN ECONOMIA,1,1,1,,,1,,PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ,,,2021-02-21 12:00:47
1,136119,139743,1,2009,,,ABOGADO,1,1,1,,,1,,ASOCIACIÓN UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA,,,2021-02-21 12:00:47
1,135317,138603,1,2006,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA,,,2021-02-21 12:00:47
1,136047,139636,1,2013,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD INCA GARCILASO DE LA VEGA ASOCIACIÓN CIVIL,,,2021-02-21 12:00:47
1,136592,140402,1,2003,,,BIOLOGO,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA,,,2021-02-21 12:00:47
1,135452,138779,1,2017,,,LICENCIADA EN NEGOCIOS INTERNACIONALES Y TURISMO,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA,,,2021-02-21 12:00:47
1,134806,137836,1,2012,,,ECONOMISTA,1,1,1,,,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,,,2021-02-21 12:00:47
1,134410,137301,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,134416,137305,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,134304,137380,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,134305,139361,1,,,0,DERECHO Y CIENCIAS POLITICAS,2,1,2,,,1,0,UNIVERSIDAD ALAS PERUANAS,,ESTUDIANTE EN LA ACTUALIDAD,2021-02-21 12:00:47
1,134467,137383,1,2016,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE UCAYALI,,,2021-02-21 12:00:47
1,134467,139364,2,1999,,0,INGENIERO AGRONOMO,1,1,1,,,1,0,UNIVERSIDAD NACIONAL DE UCAYALI,,,2021-02-21 12:00:47
1,134306,140177,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,137600,141873,1,2002,,,BACHILLER EN INGENIERIA CIVIL,1,1,1,,,1,,UNIVERSIDAD NACIONAL DEL ALTIPLANO,,GRADO ES ERRONEO Y ACLARO EN IX INFORMACION ADICIONAL,2021-02-21 12:00:47
1,137600,141876,2,2005,,0,ARQUITECTO,1,1,1,,,1,0,UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO,,,2021-02-21 12:00:47
1,137600,142101,3,2002,,0,BACHILLER EN ARQUITECTURA Y URBANISMO,1,1,1,,,1,0,UNIVERSIDAD NACIONAL DEL ALTIPLANO,,,2021-02-21 12:00:47
1,137096,141156,1,2002,,,TITULO DE INGENIERO INDUSTRIAL,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE TRUJILLO,,,2021-02-21 12:00:47
1,137096,141443,2,2000,,0,INGENIERO QUIMICO,1,1,1,,,1,0,UNIVERSIDAD NACIONAL DEL ALTIPLANO,,,2021-02-21 12:00:47
1,137110,141175,1,2011,,,INGENIERO TOPOGRAFO Y AGRIMENSOR,1,1,1,,,1,,UNIVERSIDAD NACIONAL DEL ALTIPLANO,,,2021-02-21 12:00:47
1,137112,141180,1,2017,,,SEGUNDA ESPECIALIDAD EN NUTRICION CON MENCION EN NUTRICION CLINICA,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA,,,2021-02-21 12:00:47
1,137112,141576,2,1994,,0,LICENCIADA EN NUTRICION HUMANA,1,1,1,,,1,0,UNIVERSIDAD NACIONAL DEL ALTIPLANO,,,2021-02-21 12:00:47
1,137115,141186,1,2005,,,INGENIERO CIVIL,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA,,,2021-02-21 12:00:47
1,137512,141739,1,2017,,,LICENCIADA EN ADMINISTRACION Y MARKETING,1,1,1,,,1,,UNIVERSIDAD ANDINA NÉSTOR CÁCERES VELÁSQUEZ,,,2021-02-21 12:00:47
1,135104,138547,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,134607,137562,1,2011,,,BACHILLER EN DERECHO Y CIENCIAS POLITICAS,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE PIURA,,,2021-02-21 12:00:47
1,134607,137564,2,2014,,0,TITULO PROFESIONAL DE ABOGADO,1,1,1,,,1,0,UNIVERSIDAD NACIONAL DE PIURA,,TITULO PROFESIONAL DE ABOGADO,2021-02-21 12:00:47
1,135549,138895,1,2010,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD CATÓLICA LOS ÁNGELES DE CHIMBOTE,,,2021-02-21 12:00:47
1,135121,138318,1,2010,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,,,2021-02-21 12:00:47
1,135243,138486,1,2016,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE PIURA,,EGRESADA DE LA UNIVERSIDAD CESAR VALLEJO OBTENIENDO MI TITULO DE ABOGADA EN LA UNIVERSIDAD NACIONAL DE PIURA,2021-02-21 12:00:47
1,134766,137778,1,1996,,,BACHILLER EN CIENCIAS CON MENCION EN ADMINISTRACION DE EMPRESAS,1,1,1,,,1,,UNIVERSIDAD DE PIURA,,,2021-02-21 12:00:47
1,135277,138543,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,135443,138761,1,2016,,,Título Profesional de: Licenciado en Ciencias de la Comunicación,1,1,1,,,1,,UNIVERSIDAD NACIONAL DEL ALTIPLANO,,,2021-02-21 12:00:47
1,135443,138937,2,2015,,0,ABOGADO,1,1,1,,,1,0,ANDINA NESTOR CACERES VELASQUEZ,,,2021-02-21 12:00:47
1,135271,138527,1,1989,,,LICENCIADO EN ENFERMERIA,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO,,,2021-02-21 12:00:47
1,135441,138757,1,2009,,,BACHILLER EN EDUCACION,1,1,1,,,1,,UNIVERSIDAD LOS ÁNGELES DE CHIMBOTE,,LICENCIADO EN EDUCACION PRIMARIA INSCRITO EN LA SUNEDU EL 24 DE ENERO DEL 2011,2021-02-21 12:00:47
1,135441,138796,2,2008,,0,ABOGADO,1,1,1,,,1,0,UNIVERSIDAD NESTOR CACERES VELASQUEZ,,,2021-02-21 12:00:47
1,135543,138889,1,1987,,,ABOGADO,1,1,1,,,1,,PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ,,,2021-02-21 12:00:47
1,135505,138850,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,134408,137300,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,135947,139995,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,137211,141317,1,2000,,,"LICENCIADO EN CIENCIAS DE LA EDUCACION, ESPECIALIDAD: CIENCIAS MATEMATICAS Y FISICA",1,1,1,,,1,,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA,,,2021-02-21 12:00:47
1,137225,141333,1,2008,,0,PSICOLOGIA,1,1,0,,,1,0,INCA GARCILASO DE LA VEGA,,,2021-02-21 12:00:47
1,137238,141350,1,2007,,0,CONTADORA,1,1,1,,,1,0,UNIVERSIDAD ANDINA DEL CUSCO,,,2021-02-21 12:00:47
1,137737,142027,1,1989,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD INCA GARCILASO DE LA VEGA ASOCIACIÓN CIVIL,,,2021-02-21 12:00:47
1,137475,141689,1,1990,,,BACHILLER EN PSICOLOGIA,1,1,1,,,1,,UNIVERSIDAD DE SAN MARTÍN DE PORRES,,,2021-02-21 12:00:47
1,136937,140942,1,2000,,0,LICENCIE EN SYSTEMES D'INFORMATICA,1,1,1,,,1,0,UNIVERSITE DE GENEVE,,,2021-02-21 12:00:47
1,134543,137485,1,1989,,,MEDICO CIRUJANO,1,1,1,,,1,,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA,,,2021-02-21 12:00:47
1,134567,137518,1,1992,,,LICENCIADO EN ADMINISTRACION,1,1,1,,,1,,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA,,,2021-02-21 12:00:47
1,134572,137523,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,135450,138776,1,2019,,,ECONOMISTA,1,1,1,,,1,,UNIVERSIDAD ANDINA DEL CUSCO,,,2021-02-21 12:00:47
1,135491,138833,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,135503,138851,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,135512,138857,1,,,0,EDUCACION,2,1,2,,,1,0,UNIVERSIDAD TECNOLOGICA DE LOS ANDES,,VI CICLO DE EDUCACION,2021-02-21 12:00:47
1,135406,138724,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,135415,138738,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
