idEstado,idHojaVida,idHVEduTecnico,strCarreraTecnico,strCenEstudioTecnico,strConcluidoEduTecnico,strTengoEduTecnico,strUsuario,strComentario,fecha_registro
1,135289,131836,,,0,0,,,2021-02-21 12:00:47
1,137542,134061,,,0,0,,,2021-02-21 12:00:47
1,136318,132828,,,0,0,,,2021-02-21 12:00:47
1,137806,134329,,,0,0,,,2021-02-21 12:00:47
1,135595,132345,,,0,0,,,2021-02-21 12:00:47
1,136358,132868,TECNICO EN COMPUTACIÓN,INSTITUTO SUPERIOR TECNOLOGICO ALMIRANTE GRAU,1,1,,,2021-02-21 12:00:47
1,135264,131789,ENFERMERIA TECNICA,INSTITUTO TECNOLOGICO VICTOR ALVARES HUAPAYA,2,1,,,2021-02-21 12:00:47
1,137792,134301,,,0,2,,,2021-02-21 12:00:47
1,135388,131927,,,0,0,,,2021-02-21 12:00:47
1,136953,133480,,,0,0,,,2021-02-21 12:00:47
1,136156,132674,,,0,0,,,2021-02-21 12:00:47
1,136938,133458,,,0,0,,,2021-02-21 12:00:47
1,134923,131827,,,0,0,,,2021-02-21 12:00:47
1,134807,131410,TECNICO EN ENFERMERIA,MARIA MONTESSON,1,1,,,2021-02-21 12:00:47
1,133825,130511,,,0,0,,,2021-02-21 12:00:47
1,134910,134062,CONCILIADOR EXTRAJUDICIAL,COLEGIO DE ABOGADOS DE LIMA,1,1,,,2021-02-21 12:00:47
1,134911,133994,,,0,0,,,2021-02-21 12:00:47
1,134912,134006,,,0,0,,,2021-02-21 12:00:47
1,134976,131536,,,0,0,,,2021-02-21 12:00:47
1,133901,130592,,,0,0,,,2021-02-21 12:00:47
1,135152,131704,,,0,2,,,2021-02-21 12:00:47
1,135111,131667,,,0,0,,,2021-02-21 12:00:47
1,135328,132663,,,0,2,,,2021-02-21 12:00:47
1,136122,132643,,,0,0,,,2021-02-21 12:00:47
1,135612,132119,,,0,0,,,2021-02-21 12:00:47
1,136512,133015,,,0,0,,,2021-02-21 12:00:47
1,135626,132141,,,0,0,,,2021-02-21 12:00:47
1,135582,132091,,,0,0,,,2021-02-21 12:00:47
1,136524,133026,,,0,0,,,2021-02-21 12:00:47
1,135681,132197,GUARDIA,ESCUELA SO PNP,1,1,,,2021-02-21 12:00:47
1,135671,132184,,,0,0,,,2021-02-21 12:00:47
1,135695,132214,,,0,0,,,2021-02-21 12:00:47
1,135699,132216,,,0,0,,,2021-02-21 12:00:47
1,135705,132221,,,0,0,,,2021-02-21 12:00:47
1,135708,132226,MARKETING EMPRESARIAL,ISIL,2,1,,,2021-02-21 12:00:47
1,136469,132976,,,0,2,,,2021-02-21 12:00:47
1,135712,132229,DISEÑO GRAFICO,TOULOUSE LAUTREC,1,1,,NO SE GRADUÓ,2021-02-21 12:00:47
1,135714,132230,,,0,0,,,2021-02-21 12:00:47
1,135718,132232,,,0,0,,,2021-02-21 12:00:47
1,135736,132254,,,0,0,,,2021-02-21 12:00:47
1,135845,132354,,,0,0,,,2021-02-21 12:00:47
1,135853,132387,,,0,0,,,2021-02-21 12:00:47
1,135887,132429,,,0,0,,,2021-02-21 12:00:47
1,136032,132562,ADM SEGURIDAD INTEGRAL,INFAP,1,1,,,2021-02-21 12:00:47
1,136065,132582,,,0,2,,,2021-02-21 12:00:47
1,136090,132607,,,0,0,,,2021-02-21 12:00:47
1,136094,132612,,,0,0,,,2021-02-21 12:00:47
1,136103,132621,,,0,0,,,2021-02-21 12:00:47
1,136109,132628,,,0,0,,,2021-02-21 12:00:47
1,136119,132635,,,0,0,,,2021-02-21 12:00:47
1,135317,131843,,,0,2,,,2021-02-21 12:00:47
1,136047,132576,AGROPECUARIA,IST PEDRO A DEL AGUILA HIDALGO,2,1,,CURSE 2 AÑOS,2021-02-21 12:00:47
1,136592,133381,,,0,0,,,2021-02-21 12:00:47
1,135452,131964,TECNICO EN OFIMATICA,SENATI,1,1,,,2021-02-21 12:00:47
1,134806,131408,,,0,0,,,2021-02-21 12:00:47
1,134410,131032,,,0,0,,,2021-02-21 12:00:47
1,134416,131036,,,0,0,,,2021-02-21 12:00:47
1,134304,131085,,,0,0,,,2021-02-21 12:00:47
1,134305,131087,,,0,0,,,2021-02-21 12:00:47
1,134467,132356,,,0,0,,,2021-02-21 12:00:47
1,134306,131089,,,0,0,,,2021-02-21 12:00:47
1,137600,134123,,,0,0,,,2021-02-21 12:00:47
1,137096,133800,,,0,0,,,2021-02-21 12:00:47
1,137110,134056,,,0,0,,,2021-02-21 12:00:47
1,137112,133894,,,0,0,,,2021-02-21 12:00:47
1,137115,134161,,,0,0,,,2021-02-21 12:00:47
1,137512,134019,,,0,0,,,2021-02-21 12:00:47
1,135104,131800,,,0,0,,,2021-02-21 12:00:47
1,134607,131230,,,0,0,,,2021-02-21 12:00:47
1,135549,132058,,,0,0,,,2021-02-21 12:00:47
1,135121,131693,,,0,0,,,2021-02-21 12:00:47
1,135243,131775,,,0,0,,,2021-02-21 12:00:47
1,134766,131378,,,0,0,,,2021-02-21 12:00:47
1,135277,131793,ADMINISTRACION DE NEGOCIOS,ETSUNP,2,1,,,2021-02-21 12:00:47
1,135443,132084,COMPUTACION E INFORMATICA,INSTITUTO SUPERIOR SAN AGUSTIN,2,1,,,2021-02-21 12:00:47
1,135271,131952,,,0,0,,,2021-02-21 12:00:47
1,135441,131969,,,0,2,,,2021-02-21 12:00:47
1,135543,132055,,,0,0,,,2021-02-21 12:00:47
1,135505,132017,SECRETARIADO,INSTITUTO IDAT,1,1,,,2021-02-21 12:00:47
1,134408,131031,TECNICO-COMPUTO,INGENIEROS UNI,2,1,,NO CONCLUIDO,2021-02-21 12:00:47
1,135947,132800,TECNICA EN EMFERMERIA,RAMIRO PRIALE,1,1,,,2021-02-21 12:00:47
1,137211,133727,,,0,0,,,2021-02-21 12:00:47
1,137225,133735,,,0,0,,,2021-02-21 12:00:47
1,137238,133746,,,0,0,,,2021-02-21 12:00:47
1,137737,134251,,,0,0,,,2021-02-21 12:00:47
1,137475,133970,,,0,0,,,2021-02-21 12:00:47
1,136937,133456,,,0,0,,,2021-02-21 12:00:47
1,134543,131168,,,0,0,,,2021-02-21 12:00:47
1,134567,131197,,,0,0,,,2021-02-21 12:00:47
1,134572,131203,,,0,0,,,2021-02-21 12:00:47
1,135450,131986,,,0,0,,,2021-02-21 12:00:47
1,135491,132001,TECNICO EN CONSTRUCCION CIVIL,IST PUBLICO DE ABANCAY,1,1,,EGRESADO EN EL AÑO 2010,2021-02-21 12:00:47
1,135503,132018,,,0,0,,,2021-02-21 12:00:47
1,135512,132022,,,0,0,,,2021-02-21 12:00:47
1,135406,131923,,,0,0,,,2021-02-21 12:00:47
1,135415,131932,,,0,0,,,2021-02-21 12:00:47
1,135430,131960,,,0,0,,,2021-02-21 12:00:47
1,135469,131978,,,0,0,,,2021-02-21 12:00:47
1,134999,131556,,,0,2,,,2021-02-21 12:00:47
1,134122,131550,,,0,0,,,2021-02-21 12:00:47
1,135005,131561,,,0,0,,,2021-02-21 12:00:47
1,135012,131575,TECNICO DE COMPUTACION,CETPRO MICROSERVIS,1,1,,,2021-02-21 12:00:47
1,137232,133739,,,0,2,,,2021-02-21 12:00:47
1,137786,134298,TECNICO CONTABLE,IST JOSE CARLOS MARIATEGUI,1,1,,,2021-02-21 12:00:47
1,137256,133762,TECNICO CONTABLE,IST JOSE CARLOS MARIATEGUI,1,1,,NO TENGO EL TITULO,2021-02-21 12:00:47
1,137205,133719,,,0,0,,,2021-02-21 12:00:47
1,137212,133730,,,0,0,,,2021-02-21 12:00:47
1,137221,133734,,,0,0,,,2021-02-21 12:00:47
1,137229,133742,PROFESORA,ESCUELA NORMAL DE LA SALLE,1,1,,,2021-02-21 12:00:47
1,134401,131020,PROFESIONAL TÉCNICO EN ADMINISTRACIÓN TURÍSTICA Y HOTELERA,SUPERIOR TECNOLÓGICO - INSTITUTO PERUANO DE TURISMO Y FINANZAS IPT - PERU,1,1,,,2021-02-21 12:00:47
1,136010,132517,CORTE Y CONFECCION,CETPRO JUANA CUADROS,1,1,,,2021-02-21 12:00:47
1,135032,132522,,,0,0,,,2021-02-21 12:00:47
1,136030,132537,,,0,0,,,2021-02-21 12:00:47
1,137239,133744,,,0,0,,,2021-02-21 12:00:47
1,137357,133857,,,0,0,,,2021-02-21 12:00:47
1,137520,134026,,,0,0,,,2021-02-21 12:00:47
1,137579,134098,,,0,2,,,2021-02-21 12:00:47
1,136785,133283,PERSONAL TECNICO EN ENFERMERIA,IST MAX PLANCK,1,1,,TITULO A NOMBRE DE LA NACION,2021-02-21 12:00:47
1,136821,133323,,,0,0,,,2021-02-21 12:00:47
1,136872,133380,RELACIONES PUBLICAS - PUBLICIDAD,ETAL - TRUJILLO,1,1,,CONCLUIDOS EN EL AÑO 1998,2021-02-21 12:00:47
1,134745,131356,,,0,2,,,2021-02-21 12:00:47
1,134756,131361,,,0,0,,,2021-02-21 12:00:47
1,134757,131962,,,0,0,,,2021-02-21 12:00:47
1,133941,130625,,,0,0,,,2021-02-21 12:00:47
1,133944,130627,,,0,2,,,2021-02-21 12:00:47
1,133946,130630,,,0,0,,,2021-02-21 12:00:47
1,133888,130575,,,0,0,,,2021-02-21 12:00:47
1,133893,130580,,,0,0,,,2021-02-21 12:00:47
1,133931,130615,ELECTRICISTA,ESCUELA TECNICA,2,1,,,2021-02-21 12:00:47
1,134951,131518,,,0,0,,,2021-02-21 12:00:47
1,134984,131541,,,0,0,,,2021-02-21 12:00:47
1,134965,131524,,,0,0,,,2021-02-21 12:00:47
1,134653,131274,,,0,0,,,2021-02-21 12:00:47
1,135035,131593,,,0,0,,,2021-02-21 12:00:47
1,134852,131452,ESPECIALISTA EN DESARROLLO PRODUCTIVO,SERVIR-ENAP,1,1,,,2021-02-21 12:00:47
1,134759,131370,SECRETARIA EJECUTIVA BILINGUE,MARGARITA CABRERA,1,1,,,2021-02-21 12:00:47
1,134845,131442,,,0,0,,,2021-02-21 12:00:47
1,134719,131331,,,0,0,,,2021-02-21 12:00:47
1,134980,131539,,,0,0,,,2021-02-21 12:00:47
1,135049,131605,,,0,0,,,2021-02-21 12:00:47
1,134974,131529,SECRETARIA EJECUTIVA,INSTITUTO DE SECRETARIADO ELA,1,1,,,2021-02-21 12:00:47
1,134835,131438,,,0,0,,,2021-02-21 12:00:47
1,135155,131706,,,0,0,,,2021-02-21 12:00:47
1,135744,132262,,,0,0,,,2021-02-21 12:00:47
1,134940,131509,COSMIATRA,SERVICIOS MULTIPLES SELENE,1,1,,,2021-02-21 12:00:47
1,134964,131523,,,0,0,,,2021-02-21 12:00:47
1,134961,131526,,,0,0,,,2021-02-21 12:00:47
1,134496,131118,,,0,0,,,2021-02-21 12:00:47
1,134956,131528,ADMINISTRACION DE NEGOCIOS,ZEGEL IPAE,2,1,,,2021-02-21 12:00:47
1,134499,131122,,,0,0,,,2021-02-21 12:00:47
1,134848,131450,SECRETARIA EJECUTIVA,CECONT,1,1,,,2021-02-21 12:00:47
1,135556,132061,,,0,0,,,2021-02-21 12:00:47
1,137896,134436,,,0,0,,,2021-02-21 12:00:47
1,136849,133351,,,0,0,,,2021-02-21 12:00:47
1,137556,134064,,,0,0,,,2021-02-21 12:00:47
1,136825,133325,,,0,0,,,2021-02-21 12:00:47
1,136446,132954,,,0,0,,,2021-02-21 12:00:47
1,137862,134390,,,0,0,,,2021-02-21 12:00:47
1,135765,132288,,,0,0,,,2021-02-21 12:00:47
1,137984,134522,,,0,0,,,2021-02-21 12:00:47
1,137274,133780,ADMINISTRACION DE PYMES,IPAE,1,1,,CARRERA CORTA,2021-02-21 12:00:47
1,135866,132659,,,0,0,,,2021-02-21 12:00:47
1,135348,132186,,,0,0,,,2021-02-21 12:00:47
1,135439,131946,,,0,2,,,2021-02-21 12:00:47
1,135353,131872,,,0,0,,,2021-02-21 12:00:47
1,135630,132162,ELECTRICIDAD Y ELECTRONICA,INSTITUTO SUPERIOR TECNOLÓGICO FRANCISCO DE PAULA GONZALEZ VIGIL,1,1,,CONDICION DE EGRESADO PENDIENTE DE TITULACION,2021-02-21 12:00:47
1,134310,130943,,,0,2,,,2021-02-21 12:00:47
1,134312,130944,,,0,0,,,2021-02-21 12:00:47
1,134314,130946,PROGRAMA DE TRADUCCIÓN INGLÉS Y FRANCES,EUROIDIOMAS,1,1,,,2021-02-21 12:00:47
1,134596,131218,,,0,0,,,2021-02-21 12:00:47
1,134642,131266,,,0,0,,,2021-02-21 12:00:47
1,134420,131040,,,0,0,,,2021-02-21 12:00:47
1,134623,131252,,,0,0,,,2021-02-21 12:00:47
1,134429,131050,,,0,0,,,2021-02-21 12:00:47
1,134640,131329,,,0,0,,,2021-02-21 12:00:47
1,134457,131075,ENFERMERIA TECNICA,ISTP MANUEL SEOANEC,1,1,,,2021-02-21 12:00:47
1,134826,131423,CONTABILIDAD,IST ELEAZAR BARRON,1,1,,CUENTO CON TITULO  PROFESIONAL TECNICO,2021-02-21 12:00:47
1,134823,131421,TECNICA,CETPRO SAN CARLOS,1,1,,,2021-02-21 12:00:47
1,134817,131416,,,0,0,,,2021-02-21 12:00:47
1,134814,131414,,,0,0,,,2021-02-21 12:00:47
1,135286,131815,,,0,0,,,2021-02-21 12:00:47
1,134809,131409,,,0,0,,,2021-02-21 12:00:47
1,134223,131007,,,0,0,,,2021-02-21 12:00:47
1,137351,133856,,,0,0,,,2021-02-21 12:00:47
1,136009,132523,COMPUTACION E INFORMATICA,ISTP ABACO CHICLAYO,1,1,,,2021-02-21 12:00:47
1,135145,131697,,,0,2,,,2021-02-21 12:00:47
1,136472,132981,,,0,0,,,2021-02-21 12:00:47
1,135473,131980,,,0,0,,,2021-02-21 12:00:47
1,135892,132427,COMPUTACION E INFORMATICA,"INSTITUTO ""ELIAS AGUIRRE""",2,1,,AÑO 1986,2021-02-21 12:00:47
1,135922,132442,,,0,0,,,2021-02-21 12:00:47
1,136385,132892,,,0,0,,,2021-02-21 12:00:47
1,135967,132485,AVIACION COMERCIAL,COLUMBIA,2,1,,,2021-02-21 12:00:47
1,135407,131929,,,0,0,,,2021-02-21 12:00:47
1,135274,131809,,,0,0,,,2021-02-21 12:00:47
1,134776,131389,,,0,0,,,2021-02-21 12:00:47
1,134041,130721,,,0,0,,,2021-02-21 12:00:47
1,135001,131555,,,0,0,,,2021-02-21 12:00:47
1,137462,134054,,,0,0,,,2021-02-21 12:00:47
1,135649,132170,,,0,0,,,2021-02-21 12:00:47
1,135721,132238,CONTABILIDAD,INSTITUTO SUPERIOR TEGNOLOGICO PUBLICO JUAN HUARIN,1,1,,,2021-02-21 12:00:47
1,135453,131973,,,0,0,,,2021-02-21 12:00:47
1,137559,134078,,,0,0,,,2021-02-21 12:00:47
1,135180,131729,,,0,0,,,2021-02-21 12:00:47
1,135149,131701,,,0,2,,,2021-02-21 12:00:47
1,134020,130699,,,0,0,,,2021-02-21 12:00:47
1,134530,131149,FOTOGRAFA DIGITAL,INSTITUTO POUSSIN,1,1,,,2021-02-21 12:00:47
1,134289,131091,,,0,0,,,2021-02-21 12:00:47
1,134290,131092,,,0,0,,,2021-02-21 12:00:47
1,134747,131387,,,0,0,,,2021-02-21 12:00:47
1,135953,133441,,,0,0,,,2021-02-21 12:00:47
1,135956,132463,TECNICO,CITEB,1,1,,,2021-02-21 12:00:47
1,134799,131404,FRANCÉS  COMPUTACIÓN,ALIANZA FRANCESA,1,1,,,2021-02-21 12:00:47
1,133819,130512,,,0,0,,,2021-02-21 12:00:47
1,133792,130482,TECNICO EN COMPUTACION E INFORMATICA,INSTITUTO SUPERIOR TECNICO SAN AGUSTIN,1,1,,,2021-02-21 12:00:47
1,133771,130470,,,0,0,,,2021-02-21 12:00:47
1,133789,130479,,,0,2,,,2021-02-21 12:00:47
1,137817,134336,,,0,2,,,2021-02-21 12:00:47
1,137830,134348,,,0,0,,,2021-02-21 12:00:47
1,137800,134316,,,0,0,,,2021-02-21 12:00:47
1,137810,134325,,,0,0,,,2021-02-21 12:00:47
1,134537,131650,,,0,2,,,2021-02-21 12:00:47
1,134648,134359,,,0,0,,,2021-02-21 12:00:47
1,135403,132926,,,0,0,,,2021-02-21 12:00:47
1,135405,133545,PELUQUERIA,CHS (MADRID),1,1,,CENTRO DE FORMACION CHS - ESPACIO DE IMAGEN,2021-02-21 12:00:47
1,135798,132312,,,0,2,,,2021-02-21 12:00:47
1,137052,134110,,,0,0,,,2021-02-21 12:00:47
1,135817,132328,ADMINISTRACION BANCARIA,"IST "" SAN AGUSTIN JAEN""",1,1,,ESTUDIOS PRESENCIALES,2021-02-21 12:00:47
1,135830,132342,,,0,0,,,2021-02-21 12:00:47
1,135842,132347,,,0,0,,,2021-02-21 12:00:47
1,136762,133275,,,0,0,,,2021-02-21 12:00:47
1,136786,133284,,,0,0,,,2021-02-21 12:00:47
1,136799,133298,,,0,0,,,2021-02-21 12:00:47
1,136813,133315,,,0,0,,,2021-02-21 12:00:47
1,134972,131563,,,0,2,,,2021-02-21 12:00:47
1,136747,133312,,,0,0,,,2021-02-21 12:00:47
1,134969,132684,TÍTULO PROFESIONAL TÉCNICO EN TÉCNICA EN FARMACIA,INSTITUTO SUPERIOR TÉCNICO PRIVADO COMPLEJO HOSPITALARIO SAN PABLO,1,1,,RESOLUCIÓN DIRECTORAL N 04751-2008-DRELM,2021-02-21 12:00:47
1,136380,132883,,,0,0,,,2021-02-21 12:00:47
1,136695,133182,,,0,0,,,2021-02-21 12:00:47
1,136681,133170,,,0,0,,,2021-02-21 12:00:47
1,136688,133178,,,0,2,,,2021-02-21 12:00:47
1,136666,133157,,,0,2,,,2021-02-21 12:00:47
1,135913,132430,,,0,0,,,2021-02-21 12:00:47
1,136013,132538,,,0,0,,,2021-02-21 12:00:47
1,136086,132602,PROFESIONAL TÉCNICO EN ADMINISTRACIÓN DE EMPRESAS,SUPERIOR TECNOLÓGICO - SISTEMAS Y ADMINISTRACION MODERNA - ESSAM,1,1,,,2021-02-21 12:00:47
1,136107,132631,,,0,2,,,2021-02-21 12:00:47
1,136005,132512,,,0,0,,,2021-02-21 12:00:47
1,136124,132644,GUIA OFICIAL DE TURISMO BILINGUE,ELMER FAUCETT,1,1,,,2021-02-21 12:00:47
1,134329,130964,,,0,2,,,2021-02-21 12:00:47
1,134376,130998,SECREATARIADO,INSTITUTO SUPERIOR TECNOLÓGICO TELESUP,1,1,,,2021-02-21 12:00:47
1,134415,131035,,,0,0,,,2021-02-21 12:00:47
1,134378,130999,,,0,2,,,2021-02-21 12:00:47
1,135153,131705,,,0,0,,,2021-02-21 12:00:47
1,136518,133024,GUIA OFICIAL DE TURISMO,ELEAZAR GUZMAN BARRON,1,1,,,2021-02-21 12:00:47
1,136106,132625,,,0,0,,,2021-02-21 12:00:47
1,136719,133214,,,0,0,,,2021-02-21 12:00:47
1,136311,132825,,,0,0,,,2021-02-21 12:00:47
1,136784,133281,,,0,0,,,2021-02-21 12:00:47
1,136334,133371,COMUNICACION ESCENICA,I S P CHARLES CHAPLIN,1,1,,,2021-02-21 12:00:47
1,137349,133846,,,0,0,,,2021-02-21 12:00:47
1,136345,132849,,,0,0,,,2021-02-21 12:00:47
1,136353,132859,ENFERMERIA TECNICA,ELEAZAR GUZMAN BARRON,1,1,,,2021-02-21 12:00:47
1,137668,134185,,,0,0,,,2021-02-21 12:00:47
1,137671,134189,,,0,0,,,2021-02-21 12:00:47
1,137687,134201,,,0,0,,,2021-02-21 12:00:47
1,137684,134199,TECNICO EN FARMACIA,REYNA DE LAS AMERICAS,1,1,,,2021-02-21 12:00:47
1,135206,131948,,,0,0,,,2021-02-21 12:00:47
1,135434,131977,,,0,0,,,2021-02-21 12:00:47
1,135432,131997,,,0,0,,,2021-02-21 12:00:47
1,135431,132006,,,0,0,,,2021-02-21 12:00:47
1,134970,131530,,,0,0,,,2021-02-21 12:00:47
1,135063,133607,,,0,2,,,2021-02-21 12:00:47
1,135065,131624,,,0,0,,,2021-02-21 12:00:47
1,135087,131642,,,0,0,,,2021-02-21 12:00:47
1,136533,133061,,,0,0,,,2021-02-21 12:00:47
1,135099,131658,,,0,0,,,2021-02-21 12:00:47
1,137102,133618,,,0,0,,,2021-02-21 12:00:47
1,137039,133561,,,0,0,,,2021-02-21 12:00:47
1,136944,133477,TITULO A NOMBRE DE LA NACION  DE PROFECIONAL TECNICO EN COMPUTACION  E INFORMATICA,EL INSTITUTO  SUPERIOR TECNOLOGICO PRIVADO  DANIEL ALCIDES CARRION - LIMA,1,1,,,2021-02-21 12:00:47
1,136993,133514,,,0,2,,,2021-02-21 12:00:47
1,136442,133077,,,0,0,,,2021-02-21 12:00:47
1,136605,133092,,,0,0,,,2021-02-21 12:00:47
1,136623,133106,,,0,0,,,2021-02-21 12:00:47
1,136636,133120,,,0,0,,,2021-02-21 12:00:47
1,135003,131558,,,0,0,,,2021-02-21 12:00:47
1,134959,131520,,,0,0,,,2021-02-21 12:00:47
1,134968,131544,,,0,0,,,2021-02-21 12:00:47
1,134992,131549,,,0,0,,,2021-02-21 12:00:47
1,133968,130650,,,0,0,,,2021-02-21 12:00:47
1,134550,131174,,,0,0,,,2021-02-21 12:00:47
1,133840,130526,,,0,0,,,2021-02-21 12:00:47
1,133810,130504,,,0,0,,,2021-02-21 12:00:47
1,133818,130506,,,0,0,,,2021-02-21 12:00:47
1,133854,130538,,,0,0,,,2021-02-21 12:00:47
1,134743,131352,,,0,0,,,2021-02-21 12:00:47
1,133822,130510,,,0,2,,,2021-02-21 12:00:47
1,135360,131883,,,0,0,,,2021-02-21 12:00:47
1,133843,130529,,,0,0,,,2021-02-21 12:00:47
1,134690,131303,,,0,0,,,2021-02-21 12:00:47
1,133999,130676,TECNICO EN DISEÑO GRAFICO,ESANTEC,1,1,,,2021-02-21 12:00:47
1,133808,130658,AAS HOSPITALATY MANAGUMENT,NORTHERN VIRGINIA COMMUNITY COOLLESE,1,1,,,2021-02-21 12:00:47
1,134552,131298,AGENTE DE ADUANAS,SUPERINTENDENCIA NACIONAL DE ADUANAS,1,1,,,2021-02-21 12:00:47
1,133994,130672,,,0,0,,,2021-02-21 12:00:47
1,134692,131305,,,0,0,,,2021-02-21 12:00:47
1,133872,130557,,,0,0,,,2021-02-21 12:00:47
1,134149,130813,,,0,0,,,2021-02-21 12:00:47
1,133953,130639,,,0,0,,,2021-02-21 12:00:47
1,133965,130648,,,0,0,,,2021-02-21 12:00:47
1,133992,130667,TECNICO COMPUTACION E INFORMATICA,INSTITUTO TOKIO PUCALLPA,1,1,,,2021-02-21 12:00:47
1,133956,130637,,,0,0,,,2021-02-21 12:00:47
1,134344,130972,,,0,0,,,2021-02-21 12:00:47
1,133868,130554,,,0,0,,,2021-02-21 12:00:47
1,133877,130562,,,0,0,,,2021-02-21 12:00:47
1,133864,130551,TRADUCTORA DE INGLES,CESCA,1,1,,ADMINISTRACION DE HOTELERIA NO CONCLUIDA,2021-02-21 12:00:47
1,133851,130534,,,0,0,,,2021-02-21 12:00:47
1,133959,130644,,,0,0,,,2021-02-21 12:00:47
1,136787,133287,,,0,0,,,2021-02-21 12:00:47
1,133867,130549,CONTABILIDAD,INSTITUTO SUPERIOR TECNOLOGICO PAUL MULLER,1,1,,,2021-02-21 12:00:47
1,133908,130595,,,0,0,,,2021-02-21 12:00:47
1,133897,130777,,,0,0,,,2021-02-21 12:00:47
1,133847,130530,,,0,2,,,2021-02-21 12:00:47
1,133873,130563,,,0,2,,,2021-02-21 12:00:47
1,133890,130576,,,0,0,,,2021-02-21 12:00:47
1,133821,130514,,,0,0,,,2021-02-21 12:00:47
1,135921,132498,,,0,2,,,2021-02-21 12:00:47
1,136194,132708,,,0,0,,,2021-02-21 12:00:47
1,135950,132467,,,0,2,,,2021-02-21 12:00:47
1,136215,132729,,,0,0,,,2021-02-21 12:00:47
1,136338,132852,,,0,0,,,2021-02-21 12:00:47
1,134276,130928,,,0,0,,,2021-02-21 12:00:47
1,134032,130707,,,0,0,,,2021-02-21 12:00:47
1,133966,130649,,,0,0,,,2021-02-21 12:00:47
1,134268,130923,CONTABILIDAD,INSTITUTO SUPERIOR TECNOLÓGICO PÚBLICO SAN IGNACIO,1,1,,,2021-02-21 12:00:47
1,133977,130659,LENGUA Y LITERATURA,VICTORINO ELORZ GOICOECHEA,2,1,,,2021-02-21 12:00:47
1,136093,132609,,,0,0,,,2021-02-21 12:00:47
1,136105,132623,,,0,0,,,2021-02-21 12:00:47
1,136112,133207,DOCENTE PEDAGOGICO,JAVIER PEREZ DE CUELLAR,1,1,,,2021-02-21 12:00:47
1,136732,133223,,,0,0,,,2021-02-21 12:00:47
1,135333,131910,,,0,0,,,2021-02-21 12:00:47
1,135417,132191,,,0,0,,,2021-02-21 12:00:47
1,135421,132169,PROFESORA DE EDUCACION PRIMARIA,INSTITUTO NACIONAL SUPERIOR PEDAGOGICO- PIURA,1,1,,,2021-02-21 12:00:47
1,135424,132147,,,0,0,,,2021-02-21 12:00:47
1,135425,132129,,,0,0,,,2021-02-21 12:00:47
1,135426,132102,,,0,0,,,2021-02-21 12:00:47
1,135427,132074,,,0,0,,,2021-02-21 12:00:47
1,134402,131024,,,0,0,,,2021-02-21 12:00:47
1,134973,131531,,,0,0,,,2021-02-21 12:00:47
1,134411,131033,ADMINISTRACION DE EMPRESAS,INSTITUTO CHRISTIAN BARNARD,2,1,,,2021-02-21 12:00:47
1,134407,131030,,,0,2,,,2021-02-21 12:00:47
1,133855,130545,,,0,0,,,2021-02-21 12:00:47
