idEstado,idHVInfoAdicional,idHojaVida,strInfoAdicional,strTengoInfoAdicional,strUsuario,fecha_registro
1,132163,135605,,2,,2021-03-14 14:20:15
1,132219,136416,,2,,2021-03-14 14:20:15
1,132312,136528,,2,,2021-03-14 14:20:15
1,130003,133878,"- DEJA CONSTANCIA QUE SOBRE EL  VEHÍCULO SUBARU DE PLACA AXH-007 DECLARADO EN EL RUBRO VII, RECAE UN EMBARGO POR ORDEN JUDICIAL. (INCIDENTE 299-2017-51) EN PROCESO DE APELACION.

-  EN EL RUBRO FORMACION ACADEMICA SE ADICIONA:  ESTUDIOS  EN LA  UNIVERSIDAD  ESTATAL DE NEW YORK (SUNY) AT STONY BROOK, EN LA FACULTAD  COLLEGE OF BUSINES, LA CARRERA  DE ADMINISTRACION DE EMPRESAS- NO CONCLUIDOS- PERIODO  1994-1995,",1,,2021-03-14 14:20:15
1,130540,134377,,2,,2021-03-14 14:20:15
1,129973,133837,"RUBRO VIII: HIPOTECA A FAVOR DE BCP HASTA POR LA SUMA DE  1 030422.06 SOLES POR LOS INMUEBLES DE LA AVDA. VELASCO ASTETE 1357 Y 1351-1361
RUBRO IV: SECRETARIA NACIONAL DE LA MUJER DEL 2013 AL 2014 (PARTIDO POLÍTICO SOLIDARIDAD NACIONAL)
                   SECRETARIA NACIONAL DE POLÍTICA  DESDE EL 2016 A 2018 (PARTIDO POLÍTICO SOLIDARIDAD NACIONAL)

RUBRO V.  RENUNCIA AL PARTIDO POLÍTICO SOLIDARIDAD NACIONAL EN NOVIEMBRE DE 2018.",1,,2021-03-14 14:20:15
1,130273,134133,,2,,2021-03-14 14:20:15
1,130869,134937,,2,,2021-03-14 14:20:15
1,132342,136570,"QUE SI BIEN FIGURA EN REGISTROS PÚBLICOS QUE SIGO MANTENIENDO EL CARGO Y LOS PODERES, EN LA EMPRESA COMPUDISKETT S.R.L, REALMENTE DESDE EL AÑO 2008 YA NO TENGO FUNCIONES.

SOBRE PROGRESEMOS PERU EL SISTEMA ARROJA RENUNCIA, PERO LA REALIDAD ES QUE LA INCRIPCIÓN DEL PARTIDO FUE CANCELADA,",1,,2021-03-14 14:20:15
1,133671,137760,"1) MIS INGRESOS ECONOMICOS QUE PERCIBO DEL SECTOR PUBLICO CORRESPONDEN A LA PENSION  COMO EX PRESIDENTE DE LA REPUBLICA.

2) TENGO CUENTAS EN SOLES Y DOLARES EN EL BANCO DE LA NACION.

3) TENGO CUENTAS EN DOLARES Y EUROS EN EL BANCO SOCIETE GENERALE DE FRANCIA.",1,,2021-03-14 14:20:15
1,133659,137757,,2,,2021-03-14 14:20:15
1,132288,136484,,2,,2021-03-14 14:20:15
1,130877,134943,"UNIVERSIDAD CATOLICA DEL PERU 
BACHILLER EN ESTUDIOS GENERALES LETRAS 
NO ESTA REGISTRADO EN SUNEDU.",1,,2021-03-14 14:20:15
1,130807,134834,"CON RESPECTO A LA  CAMARA DE COMERCIO DE TACNA EL TRABAJO ES AD HONOREM.  FUI DIRECTORA  REPRESENTANTE  DE LA CAMARA DE COMERCIO, INDUSTRIA Y PRODUCCION DE TACNA DEL COMITE DE ADMINISTRACION  DE LA ZONA FRANCA  Y ZONA COMERCIAL DE TACNA -ZOFRATACNA- HASTA  NOVIEMBRE DEL AÑO 2020.  EL SISTEMA  DEL JNE DE MI HOJA DE VIDA EN
LA SECCION CORRESPONDIENTE NO ME PERMITIO PONER LA FECHA DE CULMINACION COMO MIEMBRO DEL DIRECTORIO DE ZOFRATACNA., RAZON POR LA
CUAL PUSE 2020.",1,,2021-03-14 14:20:15
1,130942,134982,"SOBRE EL RUBRO VIII OTROS INGRESOS ANUALES , EN EL SECTOR PUBLICO SE TIENE UN INGRESO DE 90000 SIN EMBARGO SE HA DESCONTADO 683 SOLES (-683) DE RENTA BRUTA ANUAL POR EJERCICIO INDIVIDUAL, RESULTANDO 89317  (EL SISTEMA NO PERMITIO COLOCAR NEGATIVOS)",1,,2021-03-14 14:20:15
1,133323,137291,"LA SALA PENAL NACIONAL A TRAVÉS DEL COLEGIADO B ABSOLVIÓ A DANIEL URRESTI DE LA ACUSACIÓN FISCAL POR EL DELITO DE HOMICIDIO CALIFICADO. 
ESTA SENTENCIA SE ELEVA A LA CORTE SUPREMA Y FUE DECLARADA NULA EN VISTA QUE REQUERÍAN UNA VALORACIÓN CONJUNTA DE OTROS ELEMENTOS PROBATORIOS Y UNA NUEVA VALORACIÓN EN TORNO A LA DECLARACIÓN DE UNO DE LOS TESTIGOS.
A LA FECHA DICHO PROCESO SE ENCUENTRA EN NUEVO JUICIO ORAL.
ESTAS DENUNCIAS FUE CUANDO FUI ALTO COMISIONADO DE LA MINERIA ILEGAL:
- V.L.P.(COACCION) VIOLACION DE LA LIBERTAD PERSONAL
- CONTAMINACION DEL AMBIENTE 
- CONTAMINACION DEL AMBIENTE 
- CONTAMINACION DEL AMBIENTE 
ESTAS DENUNCIA FUE CUANDO FUI GERENTE DE SEGURIDAD CIUDADANA DE LA MUNICIPALIDAD DE LOS OLIVOS, (OPERATIVOS CONTRA AMBULANTES)
- ABUSO DE AUTORIDAD
- ABUSO DE AUTORIDAD
- AGRESION SIN DAÑO
OTRAS DENUNCIA
- COLABORADOR VOLUNTARIO A CARGO DE SUBALTERNO DENUNCIA VIOLENCIA PSICOLOGICA
SE ADJUNTA EXPEDIENTE DE REHABILITACION EXP. 126-2015, QUE ESTA DECLARADA EN EL NUMERAL VI.
ASIMISMO, SEÑALO TENER UN TERRENO QUE HA SIDO ADQUIRIDO CONJUNTAMENTE CON MI CUÑADA, CON PARTIDA 44997401 QUE APARECE EN EL NUMERAL VIII DEL FORMULARIO. LA CUAL HA SIDO SUBDIVIDIDA ENTRE LOS DOS. REGISTRADO CON LA PARTIDA CERRADA POR LA SIGUIENTE SUBDIVISION:
1.SUB LOTE NUMERAL 9A, AREA 154.62 M2, PARTIDA NUMERAL 12945289 
2.SUB LOTE NUMERAL 9B, AREA 128.02 M2, PARTIDA NUMERAL 12945292",1,,2021-03-14 14:20:15
1,132045,136233,"DECLARO TENER 2 INMUEBLES. UNA DE LAS PROPIEDADES ESTÁ UBICADA EN ATE - CALLE ALCALA 182, URB. MAYORAZGO. LA CUAL ME CORRESPONDE EN UN 50% POR UNIÓN DE HECHO CON EL DR. WILLMAN HIPÓLITO ARDILES CAMPOS. ASIMISMO, HAY OTRA PROPIEDAD QUE SE ENCUENTRA EN TRUJILLO POR HERENCIA A MI ACTUAL CÓNYUGUE, JULIO CÉSAR BECERRA DIAZ.

ASIMISMO, DECLARO TENER UNA MAESTRÍA EN DERECHO PENAL, QUE NO SE ME HA PODIDO REGISTRAR POR EL SISTEMA DECLARA, PERO QUE SÍ SE ENCUENTRA EN LA SUNEDU. ADEMÁS TENGO ESTUDIOS EN OFIMÁTICA Y/O INFORMÁTICA, OTORGADA POR LA UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS.

ASIMISMO, TUVE OTROS ESTUDIOS DE ESPECIALIZACIÓN INTERNACIONAL DE LA UNIVERSIDAD DE MEDELLÍN COLOMBIA. TAMBIÉN TENGO ESTUDIOS NO CONCLUIDOS 2 CICLOS DE 4 DE MAESTRÍA EN DERECHO CIVIL Y CONERCIAL UNIV NACIONAL FEDERICO VILLARREAL",1,,2021-03-14 14:20:15
1,132759,136188,"ACTUALMENTE ME ENCUENTRO EN CUATRO CASOS COMO PERSONA NATURAL SEGÚN EL MINISTERIO PÚBLICO. 
1) 2706010102-2006-315-0, POR DELITO DE COACCIÓN, DONDE ME ENCUENTRO COMO IMPUTADO. (CON DICTAMEN)
2) 2706145001-2010-277-0, POR DELITO DE DAÑOS, DONDE ME ENCUENTRO COMO IMPUTADO. (CON SOBRESEIMIENTO)
3) 2706014501-2015-214-0, POR DELITO DE LESIONES LEVES, DONDE ME ENCUENTRO COMO TESTIGO.(ARCHIVO PRELIMINAR)
4) 2706014502-2015-497-0, POR HURTO, COMO DENUNCIANTE.(ARCHIVO PRELIMINAR)

TENGO UN REGISTRO DE DENUNCIAS CON PROVEIDO N° 003358-2020-MP-FN-PJFS-PUNO Y PROVEIDO N° 00612-2020-ADMDFPPUNO.

POR ENCARGO DE MI SEÑOR PADRE MARIANO EUTROPIO PORTUGAL CATACORA, ADQUIRÍ BIENES A MI NOMBRE, LOS MISMOS QUE  CON DOCUMENTO PRIVADO LOS HE RECONOCIDO, TRASLADANDO A SU POSESIÓN. DECLARO QUE SOLO PRESTÉ MI PERSONA POR RAZONES EXTRAORDINARIAS, PARA LA ADQUISICIÓN DE LOS SIGUIENTES BIENES:
1.- CONTENIDA EN ESCRITURA DE COMPRA-VENTA N° 547 - 2014 ANTE NOTARIO PUBLICO EVA MARINA CENTENO ZAVALA DE PUNO.
2.- CONTENIDA EN ESCRITURA DE COMPRA-VENTA N° 530 - 2014 ANTE NOTARIO PUBLICO EVA MARINA CENTENO ZAVALA DE PUNO.
3.-  CONTENIDA EN ESCRITURA DE COMPRA-VENTA N° 5110 - 2008 ANTE NOTARIO PUBLICO EVA MARINA CENTENO ZAVALA DE PUNO.
4.- CONTENIDA EN ESCRITURA DE COMPRA-VENTA N° 598 - 2009 ANTE NOTARIO PUBLICO JULIO EDGAR LEZANO ZUÑIGA DE PUNO.

ASIMISMO, DECLARO QUE ESTUVE EN UN PROCESO DE ALIMENTOS CON EL NÚMERO DE EXPEDIENTE  1142-2015, EL CUAL CONCLUYÓ CON CONCILIACIÓN EN FECHA 03 DE AGOSTO DEL 2015.",1,,2021-03-14 14:20:15
1,132442,136626,"DECLARO QUE OSTENTO EL GRADO DE MAESTRO EN ADMINISTRACION DE LA EDUCACIÓN POR LA UNIVERSIDAD DE LIMA. FECHA DE DIPLOMA: 12/03/1997. DIPLOMA DE MAGISTER EN DIRECCIÓN UNIVERSITARIA POR LA UNIVERSIDAD DE LOS ANDES DE COLOMBIA. FECHA DE RESOLUCIÓN DE RECONOCIMIENTO: 02/10/2013. RESPECTO DE CARGOS DE ELECCIÓN POPULAR DECLARO: HABER EJERCIDO EL CARGO DE ALCALDE PROVINCIAL DE TRUJILLO DESDE EL AÑO 2007 AL 2014. HE DESEMPEÑADO EL CARGO DE PRESIDENTE REGIONAL DEL GOBIERNO REGIONAL DE LA LIBERTAD, AÑO 2015. DESEO INFORMAR QUE SOBRE EL LOTE DE TERRENO CON UN AREA 64,794 M2, UBICADO EN SECTOR EL MILAGRO, COMUNIDAD CAMPESINA DE HUANCHACO OSTENTO UN CERTIFICADO DE POSESION DE FECHA 02.07.2018 EXPEDIDO POR LOS REPRESENTANTES DE LA COMUNIDAD CAMPESINA DE HUANCHACO.  DECLARO SER ACCIONISTA DE LA UNIVERSIDAD CESAR VALLEJO SAC CON EL 99.61% DE ACCIONES. ASIMISMO, DECLARO SER ACCIONISTA DE LAS EMPRESAS  INSCRITAS EN LA PARTIDA 03131840; PARTIDA 03132331; PARTIDA 11093283; PARTIDA 11126842 LOS MISMOS QUE TIENEN ANOTACIÓN PREVENTIVA POR PRESUNTA PROLONGADA INACTIVIDAD DE LA SOCIEDAD. ADEMÁS SER TITULAR GERENTE DE LA EMPRESA EL GRAN CESAR EIRL.",1,,2021-03-14 14:20:15
1,131256,135341,"1-INGRESO FAMILIAR Y RENTA EXONERADA MENSUAL(S/.55000) 2-LOS VALORES CONSIGNADOS EN LAS PROPIEDADES SON VALORES DEL MERCADO Y LA VALORIZACION DEL INMUEBLE INCLUYE LOS 2 ESTACIONAMIENTOS 3- ESTUDIOS DE MARKETING : CONCEPTO Y PLANEAMIENTO (1998), PLAN DE MARKETING (1998), GERENCIA DE VENTAS (1999) 4-PROPIETARIA DE LA EMPRESA GESTION POR EL PERU GXP EIRL EMPRESA SIN ACTIVIDAD 5- PRESIDENTA Y SOCIA DEL INSTITUTO MUJER EMPRENDIMIENTO Y DESARROLLO. ASOCIACION SIN FINES DE LUCRO, SIN ACTIVIDAD ACTUAL, 6- CUENTO CON MUEBLES, OBRAS DE ARTE, ETC VALORIZADAS EN S/.400000.00",1,,2021-03-14 14:20:15
1,131195,135289,"I. DATOS PERSONALES: EL SUSCRITO ES PERUANO POR NACIMIENTO INSCRITO EN EL REGISTRO DE PERUANOS NACIDOS EN EL EXTRANJERO DEL MINISTERIO DE RELACIONES EXTERIORES CON EL NRO. 9138, A FOJAS 9138, EXPEDIENTE 301/66 9 DE JUNIO DE 1975. 
II. CARGOS DE ELECCIÓN POPULAR: EL SUSCRITO FUE CONGRESISTA DE LA REPÚBLICA ENTRE EL 2011 Y EL 2016 POR LA ORGANIZACIÓN POLÍTICA ALIANZA PARA EL PROGRESO. EL SUSCRITO FUE CONGRESISTA DE LA REPÚBLICA ENTRE EL 2019 Y EL 2020 POR LA ORGANIZACIÓN POLÍTICA ALIANZA PARA EL PROGRESO.
II. EXPERIENCIA DETRABAJO: EN EL ÍTEM 5 DE EXPERIENCIA LABORAL, EL SUSCRITÓ SE DESEMPEÑÓ COMO JEFE DE  IMAGEN Y COMUNICACIÓN ENTRE EL 2007 Y EL 2012, COMO DOCENTE ENTRE EL 2012 Y 2015 Y COMO ASESOR ENTRE EL 2015 Y 2016.",1,,2021-03-14 14:20:15
1,133455,137542,"RUBRO I. DATOS PERSONALES - TITULO DE PERUANO NACIDO EN EL EXTRANJERO N° 15823-A EXPEDIDO POR EL MINISTERIO DE RELACIONES EXTERIORES QUE ACREDITA SU CONDICION DE PERUANO POR NACIMIENTO CONFORME AL ARTÍCULO 4 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ DE 1979.
RUBRO II. EXPERIENCIA DE TRABAJOS - INVERSIONES F.B.G. - RUC 2054909086- GERENTE GENERAL DESDE 2012 AL 2020 (AV. EL DERBY S/N URB. MONTERRICO) // IMKA GASTRO SAC - RUC 20602378595 - GERENTE GERERAL DESDE 2017 HASTA 2020 (CALLE FLORA TRISTAN 574 - MAGDALENA) //  GFS TEC S.A.C. - RUC 20393027640 - GERENTE GENERAL DESDE 2017 AL 2020 (CALLE LA HABANA N° 268 INTERIOR 401 - SAN ISIDRO)",1,,2021-03-14 14:20:15
1,132742,136318,,2,,2021-03-14 14:20:15
1,133730,137806,"DEL RUBRO II. PRESIDENTE EJECUTIVO DEL BANCO CENTRAL DE RESERVA DEL PERU (BCR) AGO90- ABR92// MINISTERIO DE ECONOMIA YFINANZAS - JEFE DEL PROYECTO DE MODELACION MACROECONOMICA(1998) DIRECTOR GENERAL DE ASUNTOS ECONOMICOS (1985-1987)//INSTITUTO NACIONAL DE PLANIFICACION - DIRECTOR DE ASUNTOS INTERNACIONALES DE INTEGRACION (1979-1983) //INSTITUTO NACIONAL DE PLANIFICACION - DIRECTOR DE METODOS CUANTITATIVOS (1977-1978) / UNIVERSIDAD ESAN - PROFESOR DEL PROGRAMA DE POSTGRADO DE ECONOMIA EN GESTION PUBLICA (1985) PROFESOR ASOCIADO DEL PROGRAMA MBA CURSO SISTEMA ECONOMICOS COMPARADOS (2011) PROFESOR DE LA FACULTAD DE ECONOMIA DE LA UNIVERSIDAD DE PIURA -
DEL RUBRO III :UNIVERSIDAD OF OXFORD - GRAND BRETAÑA CANDIDATO AL PH.D CON MENCION EN ECONOMIA. TESIS EL ROL DE LA CREDIBILIDAD YLAS ESTRUCTURAS DE MERCADO EN LA ESTABILIZACION DE HIPERINFLACIONES SET88-SET90 / UNIVERSITYOF OXFORD DIPLOMADO OFICIAL DEL GONIERNO DE GRAN BRETAÑA - PROGRAMA DE POSTGRADO EN ECONOMIA DEL DESARROLLO OCT98-DIC89 / INSTITUTE OF SOCIAL STUDIES (LA HAYA) ESTUDIOS COMPLETOS EN MAESTRIA POLITICA Y PLANIFICACION AGO80 - FEB82 / UNIVERSIDAD DE LOS ANDES -COLOMBIA POSTGRADO EN DESARROLLO INDUSTRIAL 1993 
DEL RUBRO  VIII. ACCIONES MAXIMIXE CONSULT S.A.(97%) - 2 PROPIEDADES HAN SIDO ENTREGADAS COMO ADELANTO DE LEGITIMA EN FAVOR DE JUAN
IGNACIO CHAVEZ SALAS",1,,2021-03-14 14:20:15
1,133076,135595,,2,,2021-03-14 14:20:15
1,132143,136358,"HE VENIDO PRESTANDO SERVICIOS EN FORMA INDEPENDIENTE DE TUTORIA, ASESORAMIENTO, CAPACITACIÓN ENTRE OTROS  PERO POR EL TEMA DE PANDEMIA SE HAN SUSPENDIDO TEMPORALMENTE.",1,,2021-03-14 14:20:15
1,131158,135264,,2,,2021-03-14 14:20:15
1,133698,137792,,2,,2021-03-14 14:20:15
1,131312,135388,,2,,2021-03-14 14:20:15
1,132804,136953,"ACCIONISTA MAYORITARIO 19700 ACCIONES S/1.00 CADA ACCION KON PERU HOLDING SAC
ACCIONISTA MAYORITARIO 29700 ACCIONES S/1.00 CADA ACCION INVERSIONES LORD AND GOLDMAN SAC",1,,2021-03-14 14:20:15
1,131948,136156,"EN EL CAMPO II EXPERIENCIA DE TRABAJO EN OFICIOS, OCUPACIONES O PROFESIONES - UNIVERSIDAD NACIONAL AGRARIA - DOCENTE UNIVERSITARIO - AV LA MOLINA S/N LIMA, LA MOLINA - DESDE 1973 - 1990",1,,2021-03-14 14:20:15
1,132755,136938,,2,,2021-03-14 14:20:15
1,131128,134923,"SE DEJA CONSTANCIA QUE EL FORMULARIO NO PERMITE INGRESAR LOS DATOS DE LAS SOCIEDADES DONDE EL CANDIDATO ES ACCIONISTA , ELLO SERA COMUNICADO MEDIANTE CARTA  DIRIGIDA AL JNE.",1,,2021-03-14 14:20:15
1,130785,134807,,2,,2021-03-14 14:20:15
1,129942,133825,,2,,2021-03-14 14:20:15
1,133442,134910,"FUNDADOR DEL PARTIDO POLÍTICO UNIÓN POR EL PERÚ DEL 01 DE AGOSTO DE 1994, SECRETARIO DISTRITAL DE SAN JUAN DE LURIGANCHO AÑO 1995 AL 1998, SECRETARIO DEPARTAMENTAL DE 1998 AL 2000. MIEMBRO INTEGRANTE DEL COMITÉ DIRECTIVO NACIONAL DESDE EL AÑO 1998.
SECRETARIO GENERAL DEPARTAMENTAL DEL PARTIDO POLÍTICO UNIÓN POR EL PERÚ DESDE EL 2001 HASTA EL AÑO 2OO4",1,,2021-03-14 14:20:15
1,133356,134911,EL AÑO 2019 MI EMPRESA NO HA EMITIDO POR FACTURAS,1,,2021-03-14 14:20:15
1,133367,134912,,2,,2021-03-14 14:20:15
1,130929,134976,"ACLARACION DEL PUNTO II. GOBIERNO REGIONAL DEL CALLAO
OFICIO: LOCACION DE SERVICIOS
1. FEBRERO 2019 HASTA MARZO 2019
2. JUNIO       2019 HASTA NOVIEMBRE 2019
3. MAYO        2020 HASTA LA ACTUALIDAD.",1,,2021-03-14 14:20:15
1,130021,133901,,2,,2021-03-14 14:20:15
1,131072,135152,,2,,2021-03-14 14:20:15
1,131240,135111,"CUENTA BANORTE SECURITIES # 5R60420518RRQBT US/  296,327.59
CUENTA BANORTE PREFERENTE #7893 P.M. S/. 461,718.14
CASA DE BOLSA BANORTE #1955 P.M. S/. 97,912.26",1,,2021-03-14 14:20:15
1,133816,135328,"EXPEDIENTE NUM. 00631-2019-0-3002-JP-CI-02  JUZGADO DE PAZ LETRADO CIVIL (EX JPL CIVIL) MATERIA:  INEFICACIA DE TITULO VALOR INTERPUESTO POR LA MUNICIPALIDAD DE SAN JUAN DE MIRAFLORES (EN PROCESO).
CON RESPECTO AL RUBRO II ES ABOGADO INDEPEDIENTE REALIZANDO SUS RECIBOS POR HONORARIOS EN FORMA INDIVIDUAL",1,,2021-03-14 14:20:15
1,132266,136122,,2,,2021-03-14 14:20:15
1,131467,135612,"1. PROPIETARIO DEL 99% DE ACCIONES DE LA EMPRESA CORPORACION SLIN SAC IDENTIFICADA CON RUC 20508622326 CON PARTIDA REGISTRAL 11352058.
2. EN REFERENCIA AL PUNTO VII DE LA DJHV, LA DEUDA PRODUCTO DE UN  SINIESTRO AUTOMOVILISTICO FUE CANCELADA APROX. EN UN 95% POR LA COMPAÑIA DE SEGUROS Y EL 5% POR MI PERSONA, QUEDADO CANCELADA LA DEUDA INTEGRAMENTE.
3. EN EL PUNTO VIII EN OTROS INGRESOS ANUALES SE CONSIGNA EL MONTO DE S/. 75,500.00 POR MOTIVOS DE PREDIOS ARRENDADOS Y EL MONTO DE S/. 70,122.00 POR CONCEPTO DE REGALIAS Y/O DERECHOS INTELECTUALES QUE SUMADOS DAN EL MONTO DE S/. 145,622.00 
4. PROPIETARIO DEL 99% DE PARTICIPACIONES EN LA EMPRESA SOLUCIONES INTEGRALES DE NEGOCIOS SRL IDENTIFICADA CON RUC 20291192522",1,,2021-03-14 14:20:15
1,132300,136512,,2,,2021-03-14 14:20:15
1,131482,135626,"EN EL AÑO 2019 HE DEDICADO MI TIEMPO A PERFECCIONAR MIS CONOCIMIENTOS EN EL IDIOMA ITALIANO, EN EL AÑO 2020 ME HE CAPACITADO CON UN DOIPLOMADO EN MARKETING POLITICO Y EN LA REALIZACIÓN DE UNA MAESTRIA INTERDISCIPLINARIA EN VIOLENCIA DE GÉNERO.",1,,2021-03-14 14:20:15
1,131443,135582,"LOS INGRESOS DE RENTA BRUTA ANUAL POR EJERCICIO INDIVIDUAL PROVIENEN DE MI TRABAJO EN EL BANCO INTERAMERICANO DE DESARROLLO CON SEDE EN EEUU
SE ADJUNTA COPIA CERTIFICADA DEL DIPLOMA DE GRADO DE MAESTRO OTORGADO POR LA UNIVERSIDAD DE HARVARD CON SU CORRESPONDIENTE TRADUCCIÓN AL ESPAÑOL. SE ADJUNTA EL CARGO DE SOLICITUD DE TRAMITE DE RECONOCIMIENTO DE GRADO ANTE SUNEDU.",1,,2021-03-14 14:20:15
1,132309,136524,,2,,2021-03-14 14:20:15
1,131530,135681,"1. DOCTORADO EN DERECHO UNIVERSIDAD FEDERICO VILLARREAL CONCLUIDO
2. ACCIONISTA DE I-E APOLONIUS SAC
3. ACCIONISTA DE ""EL ARQUITECTON SAC"" (SUSPENSION TEMPORAL DE ACTIVIDADES)
4. ACCIONISTA DE ""EXICTO 2000 SAC"" (BAJA SIN ACTIVIDADES) 
5. TITULAR DE CONCESION MINERA ""BETSY ANDREA"" (SIN ACTIVIDAD)",1,,2021-03-14 14:20:15
1,131514,135671,,2,,2021-03-14 14:20:15
1,131535,135695,,2,,2021-03-14 14:20:15
1,131537,135699,RESPECTO DEL ITEM VIII BIENES MUEBLES EL VEHICULO VOLKSWAGEN POLO B8D-529 HA SIDO VENDIDO EL 01 DE DICIEMBRE Y SE ENCUENTRA EN TRAMITE DE TRANSFERENCIA DE PROPIETARIO,1,,2021-03-14 14:20:15
1,131539,135705,ACCIONISTA DE CORPORACION AGRARIA MIRZU SAC PARTIDA REGISTRAL N° 1110865,1,,2021-03-14 14:20:15
1,131542,135708,"DIPLOMADO EN LA UNIVERSIDAD DE BUENOS AIRES ""PROGRAMA INTEGRAL DE LA FUSION EN NEGOCIO DE LA MODA""
PROPIETARIA DE LA MARCA FATA MOPA
PRESIDENTA DE ANAPEF (ASOCIACION NACIONAL DE PADRES DE FAMILIA DE ESCUELAS DE FORMACION BASICA)
LA DIRECCION QUE FIGURA EN LA DNI ES LA DIRECCION DE LA MADRE. 
DIRECCION ACTUAL SITO EN CALLE ALCIDES CARRION N° 235 APT F - MIRAFLORES",1,,2021-03-14 14:20:15
1,132261,136469,,2,,2021-03-14 14:20:15
