idPlanGobierno,idPlanGobDimension,strPGProblema,strPGObjetivo,strPGMeta,strPGIndicador,strFechaRegistro,strUsuario,idEstado,idPGDimension,intPorcentaje,fecha_registro
16521,125577,REFORMA DEL ESTADO Y SUS INSTITUCIONES,"1. REFORMA Y REVISIÓN DEL SERVICIO CIVIL Y CARRERA PÚBLICA.
2. REFORMA DE LAS CONTRATACIONES DEL ESTADO: INTERVENCIÓN CONCURRENTE DE LA CONTRALORÍA, LICITACIONES Y OBRAS PÚBLICAS.","1. 70% DE SERVIDORES TRANSITADOS A LA LEY DEL SERVICIO CIVIL, 90% O MÁS DE HOMOLOGACIÓN DE CONTRATOS AL 2026, PARA PROFESIONALES DE LA MISMA CARRERA CONTRATADOS POR INSTITUCIONES DISTINTAS.
2. 95% DEL POI ASIGNADO EJECUTADO, CON RENDICIÓN DE CUENTAS TRIMESTRAL Y CONSISTENCIA EN LA EJECUCIÓN AL 2026.","1. NÚMERO DE SERVIDORES QUE HAYAN TRANSITADO A LA LEY DEL SERVICIO CIVIL Y NÚMERO DE CASOS CON HOMOLOGACIÓN DE MODALIDADES DE CONTRATACIÓN EN MINISTERIOS O SISTEMAS DISTINTOS.
2. PORCENTAJE DE EJECUCIÓN DEL GASTO A NIVEL DE MINISTERIOS, CON TRANSPARENCIA Y MECANISMOS ANTICORRUPCIÓN",,,1,4,100,2021-02-21 12:00:47
16521,125578,SEGURIDAD CIUDADANA Y ANTICORRUPCIÓN,"1. PREVENCIÓN DEL DELITO Y LUCHA CONTRA LA VIOLENCIA DOMÉSTICA, VIOLENCIA DE GÉNERO Y PERSONAS VULNERABLES.
2. MODERNIZACIÓN Y FORTALECIMIENTO DE LA PNP: RRHH, ESPECIALIZACIÓN, INFRAESTRUCTURA, LOGÍSTICA Y TECNOLOGÍA.
3. PREVENCIÓN Y LUCHA CONTRA LA PRODUCCIÓN, DISTRIBUCIÓN Y CONSUMO DE DROGAS.","1. 40% DE DISMINUCIÓN EN LA PERCEPCIÓN DE LA INSEGURIDAD CIUDADANA AL 2026.
2. AUMENTO PROGRESIVO HASTA LLEGAR AL 90% DE LAS UNIDADES OPERATIVAS AL 2026.
3. ALCANZAR AL 2023 LOS NIVELES LOGRADOS AL 2015 (35800 HECTÁREAS) Y MANTENER DICHOS NIVELES EN CONJUNCIÓN CON REEMPLAZO DE CULTIVOS.","1. ÍNDICE DE PERCEPCIÓN DE INSEGURIDAD CIUDADANA.
2. NÚMERO DE UNIDADES DE PATRULLAJE OPERATIVAS Y CUBIERTAS POR UN SISTEMA DE RENOVACIÓN Y MANTENIMIENTO.
3. NÚMERO DE HECTÁREAS ERRADICADAS DE CULTIVO DE COCA.",,,1,4,100,2021-02-21 12:00:47
16516,125583,DESIGUALDAD SOCIAL,POR UN ESTADO DE BIENESTAR,"POBREZA 0%, ELECTRICIDAD, SANEAMIENTO INTEGRAL 100%","REDUCCIÓN DE LA POBREZA, CONECTIVIDAD DE ELECTRICIDAD, AGUA POTABLE Y DESAGÜE",,,1,1,100,2021-02-21 12:00:47
16516,125584,BRECHA EDUCATIVA EN COBERTURA Y CALIDAD,"IGUALDAD DE OPORTUNIDADES DE ACCESO Y CALIDAD, PRESUPUESTO 8% DEL PBI","NIVEL SECUNDARIA 100%;
UNIVERSITARIO, TÉCNICO70%","TÉRMINO DE ESTUDIOS SECUNDARIOS UNIVERSITARIOS Y TÉCNICOS PRUEBA PISA.
EJECUCIÓN DE GASTO PRESUPUESTAL.",,,1,1,100,2021-02-21 12:00:47
16516,125585,ACCESO A SALUD DE CALIDAD,"COBERTURA INTEGRAL PARA TODOS , INFRAESTRUCTURA Y PERSONAL NECESARIO.
PRESUPUESTO 6% DEL PBI","DESNUTRICIÓN INFANTIL 0, MAYOR ESPERANZA DE VIDA, PREVENCIÓN, MEDICINAS GRATUITAS
COVID-19 0 MUERTOS","POBLACIÓN SIS UNIVERSAL Y ESSALUD, EJECUCIÓN DEL GASTO PRESUPUESTAL",,,1,1,100,2021-02-21 12:00:47
16516,125588,DESEMPLEO CRECIENTE,CREACIÓN DE 3MILL DE PUESTOS DE TRABAJO,"DIVERSIFICACIÓN PRODUCTIVA CON VALOR AGREGADO.
PRIORIDAD
AGRICULTURA, FORESTAL, 
INDUSTRIA, TURISMO, CONSTRUCCIÓN, PESCA DE CONSUMO HUMANO","ÍNDICE DE EMPLEO, FORMALIZACIÓN
INCENTIVOS TRIBUTARIOS, TRABAJO JUVENIL",,,1,2,100,2021-02-21 12:00:47
16516,125589,RECESIÓN ECONÓMICA,"PLAN DE EMERGENCIA Y REACTIVACIÓN ECONÓMICA.
PROMOCIÓN DE MICRO Y PEQUEÑA EMPRESA, FORMALIZACIÓN.","CRECIMIENTO PBI 8%.
REDUCCIÓN DE IMPUESTOS NUEVOS MERCADOS EXTERIOR Y CONSUMO NACIONAL
FORMALIZACIÓN 60%
PUESTO 50 ICG","INVERSIÓN PÚBLICA Y PRIVADA.
INFRAESTRUCTURA Y COMPETITIVIDAD GLOBAL.
EXPORTACIONES
CRECIMIENTO DEL PBI.
ÍNDICE TRABAJO ASALARIADO.",,,1,2,100,2021-02-21 12:00:47
16516,125590,INNOVACIÓN BRECHA TECNOLÓGICA,"PROMOCIÓN E INVERSIÓN EN CIENCIA, TECNOLOGÍA E INVESTIGACIÓN",INNOVACIÓN TECNOLÓGICA Y REPATRIACIÓN DE TALENTOS,"PARTIDA PRESUPUESTAL
TRANSFERENCIA TECNOLÓGICA PÚBLICA Y PRIVADA.
PATENTES",,,1,2,100,2021-02-21 12:00:47
16516,125591,DESIGUALDAD EN EL DESARROLLO REGIONAL,EQUILIBRIO EN BASE A MACRO REGIONES EQUILIBRIO Y SINERGIA HOLÍSTICA,POTENCIAR BENEFICIOS COMPARTIDOS POR INTEGRACIÓN,ÍNDICE DE ACCESO A SERVICIOS BÁSICOS E INFRAESTRUCTURA DE CONECTIVIDAD INTEGRADA,,,1,3,100,2021-02-21 12:00:47
16516,125592,CONFLICTO SOCIALES POR EXPLOTACIÓN DE RECURSOS NATURALES,CONSENSUAR DESARROLLO REGIONAL CON EXPLOTACIÓN DE RECURSOS NATURALES ESTUDIOS DE IMPACTO AMBIENTAL,PRESERVAR LA SALUD MAXIMIZAR BENEFICIOS  SOCIALES Y ECONÓMICOS CON JUSTA DISTRIBUCIÓN Y PROTECCIÓN DEL MEDIO AMBIENTE,"LICENCIA SOCIAL
TECNOLOGÍA",,,1,3,100,2021-02-21 12:00:47
16516,125593,CONTAMINACIÓN Y DEFICIENTE DE RESIDUOS SÓLIDOS Y EXCRETAS,"CALIDAD DE VIDA, CONSERVACIÓN DE BIODIVERSIDAD Y ECOSISTEMAS","EXPLOTACIÓN DE RECURSOS NATURALES, CONDICIONADA A PRESERVACIÓN DEL MEDIO AMBIENTE Y ECOSISTEMAS",RECOJO DE RESIDUOS SÓLIDOS Y SISTEMAS DE DISPOSICIÓN FINAL,,,1,3,100,2021-02-21 12:00:47
16516,125586,CRISIS DE DEMOCRACIA REPRESENTATIVA,CREDIBILIDAD AUTORIDADES; PARTICIPACIÓN CIUDADANA; CORRUPCIÓN 0,"PREVENCIÓN Y SANCIONES, IMPUNIDAD 0
PRIVILEGIOS 0
LEGITIMIDAD DEMOCRÁTICA
REFORMAS O NUEVA CONSTITUCIÓN.","CONTROL Y RENDICIÓN DE CUENTAS. 
ÍNDICE DE DECISIONES LEGALES Y FISCALIZACIÓN DEMOCRACIA DIRECTA
REFERENDUM",,,1,4,100,2021-02-21 12:00:47
16516,125587,"AUSENCIA E INEFICIENCIA DEL 
ESTADO","REFORMA DEL ESTADO. PODER LEGISLATIVO, JUDICIAL, ORGANISMOS REGULADORES; Y REGIONES GOBIERNOS LOCALES.

SIMPLIFICACIÓN ADMINISTRATIVA
CARRERA PÚBLICA","RESCATE DE IDENTIDAD NACIONAL.
ESTADO PEQUEÑO Y EFICIENTE AL SERVICIO CIUDADANO.
ESTADO PROMOTOR Y PLANIFICACIÓN CONCERTADA.
ESCUELA DE GESTIÓN PÚBLICA.","PRESENCIA DEL ESTADO A NIVEL NACIONAL, APROBACIÓN CIUDADANA EN EDUCACIÓN SALUD, SEGURIDAD, JUSTICIA Y FUNCIONAMIENTO INSTITUCIONES 
DESARROLLO Y CRECIMIENTO ECONÓMICO. REDUCCIÓN TRÁMITES",,,1,4,100,2021-02-21 12:00:47
16494,125448,EL 16.9% DE PERUANAS Y PERUANOS (APROX. 5 MILLONES) SIN ACCESO AL ASEGURAMIENTO DE LA SALUD.,AMPLIAR PROGRESIVAMENTE LA COBERTURA UNIVERSAL DE SALUD EN LA POBLACIÓN DEL PAÍS.,- COBERTURA UNIVERSAL DE SALUD ALCANZA A 1 MILLÓN DE PERUANAS Y PERUANOS MÁS A FINES DEL 2021.,"-NÚMERO DE ESTABLECIMIENTOS DE SALUD OPERATIVOS NIVEL NACIONAL.
-NIVEL DE COBERTURA UNIVERSAL DE SALUD A NIVEL NACIONAL.",,,1,1,100,2021-02-21 12:00:47
16494,125449,PRESUPUESTO ANUAL INSUFICIENTE DEL SECTOR EDUCACIÓN NO PERMITE MEJORAR LA CALIDAD EDUCATIVA Y EL CIERRE DE BRECHAS EN EDUCACIÓN.,INCREMENTAR EL PRESUPUESTO ANUAL DEL PLIEGO EDUCACIÓN PARA EL AÑO 2022 PARA LA IMPLEMENTACIÓN DE UN PLAN DE INVERSIONES EN EL SECTOR.,INCREMENTO  DEL PRESUPUESTO ANUAL DEL SECTOR EDUCACIÓN PARA EL 2026 AL 7%,"-PORCENTAJE DEL PBI DESTINADO A EDUCACIÓN
- NIVEL DE EJECUCIÓN DE GASTO ANUAL DEL SECTOR EDUCACIÓN
- ELABORACIÓN DE  PLAN DE INVERSIÓN Y CUADRO DE NECESIDADES DEL SECTOR EDUCACIÓN.",,,1,1,100,2021-02-21 12:00:47
16494,125450,DEFICIENCIAS EN LA EJECUCIÓN Y ALCANCES DE LOS PROGRAMAS SOCIALES Y DE LAS INTERVENCIONES TEMPORALES DE URGENCIA PARA MITIGAR EL IMPACTO DE LA PANDEMIA CAUSADA POR EL COVID-19.,INCREMENTAR LA COBERTURA DE LOS PROGRAMAS SOCIALES QUE PRIORICEN EL CIERRE DE BRECHAS PENDIENTES DE LA POBLACIÓN  EN SITUACION DE POBREZA Y POBREZA EXTREMA,"FORTALECIMIENTO FINANCIERO Y TÉCNICO DEL 100% DE PROGRAMAS SOCIALES A FINES DEL 2021.
SISTEMA DE FOCALIZACIÓN REFORMULADO Y OPERATIVO EN EL 2021  
REDUCCIÓN A 0% DE POBREZA EXTREMA.","-ÍNDICE DE POBREZA.
-NÚMERO DE ACCIONES, PROGRAMAS Y PROYECTOS A FAVOR DE LA POBLACIÓN OBJETIVO.
- NIVEL DE COBERTURA DE LOS PROGRAMAS SOCIALES Y DE INTERVENCIÓN TEMPORAL A CAUSA DEL COVID-19.",,,1,1,100,2021-02-21 12:00:47
16494,125451,"AL CIERRE DEL 2020  EL PBI REGISTRÓ UNA CAÍDA DEL 12%, SI NO LOGRAMOS RELANZAR LA INVERSIÓN PÚBLICA Y PRIVADA GENERANDO EMPLEO DE CALIDAD Y MANTENEMOS LAS AYUDAS SOCIALES Y EMPRESARIALES  EN NIVELES ELEVADOS INCURRIREMOS EN ELEVADOS NIVELES DE DÉFICIT Y DEUDA PÚBLICA.",RELANZAMIENTO DEL EMPLEO E INVERSIÓN PÚBLICA CON EL PLAN PERÚ 200 QUE AGILIZARÁ LA EJECUCIÓN DE 200 PIP QUE YA ESTÁN APROBADOS O PARCIALMENTE REALIZADOS,-AL 2026 SE EJECUTAN EL 100% DE PROYECTOS EN EL ÁMBITO NACIONAL CONTENIDOS EN EL PLAN PERÚ 200,"- NÚMERO DE PIPS DEL PLAN PERÚ EJECUTADOS
-ÍNDICE DE INVERSIÓN PÚBLICA",,,1,2,100,2021-02-21 12:00:47
16494,125452,ANTE LA CAIDA DEL PBI SE REQUIERE CON URGENCIA REIMPULSAR LA INVERSIÓN PÚBLICA PARA GENERAR EMPLEOS Y REACTIVAR LA ECONOMÍA.,"EJECUCIÓN DEL PLAN NACIONAL DE INFRAESTRUCTURA QUE PRIORIZA 50 OBRAS DE ALTO IMPACTO  EN LA COMPETITIVIDAD Y EN EL BIENESTAR DE LA POBLACIÓN, OBRAS DE INFRAESTRUCTURA QUE AYUDARÁN A CERRAR BRECHAS A NIVEL NACIONAL",- AL 2026 SE EJECUTAN EL 100% DE LOS PROYECTOS CONTENIDOS EN EL PLAN NACIONAL DE INFRESTRUCTURA,-NÚMERO DE OBRAS CONTENIDAS EN EL PLAN NACIONAL DE INFRAESTRUCTURA EJECUTADAS,,,1,2,100,2021-02-21 12:00:47
16494,125453,"FALTA DE DISPOSICIÓN PARA INCREMENTAR LA REMUNERACIÓN MÍNIMA VITAL, EN LOS ÚLTIMOS AÑOS NO SE HA PRESENTADO UN AUMENTO SUSTANTIVO EN LA REMUNERACIÓN MÍNIMA VITAL LO QUE IMPACTA EN LOS INGRESOS FAMILIARES PARA QUE NUESTROS CIUDADANOS CUMPLAN SUS NECESIDADES.",REVISIÓN E INCREMENTO ANUAL DE LA REMUNERACIÓN MÍNIMA VITAL,"5 ACUERDOS PARA EL INCREMENTO DE LA REMUNERACIÓN MÍNIMA VITAL POR CADA AÑO DE GESTIÓN DE GOBIERNO.
5 INCREMENTOS DE LA REMUNERACIÓN MÍNIMA VITAL DEL 2021 AL 2026.","-NÚMERO DE ACUERDOS PARA EL INCREMENTO DE LA REMUNERACIÓN MÍNIMA VITAL POR CADA AÑO DE GESTIÓN DE GOBIERNO.
 -NÚMERO DE INCREMENTOS DE LA REMUNERACIÓN MÍNIMA VITAL DEL 2021 AL 2026.",,,1,2,100,2021-02-21 12:00:47
16494,125454,EL MUNDO ENFRENTA DESAFÍOS AMBIENTALES DEBIDO A LA CONTAMINACIÓN DEL CAMBIO CLIMÁTICO POR LO QUE LOS PAÍSES DEBEN BUSCAR GARANTIZAR LA SOSTENIBILIDAD DEL MEDIO AMBIENTE,"PONER EN VALOR EL CAPITAL NATURAL A TRAVÉS DE UNA GESTIÓN INTEGRAL DEL TERRITORIO, DIVERSIFICANDO EL APROVECHAMIENTO DE LOS RECURSOS NATURALES DE UNA FORMA EFICIENTE Y GENERANDO EL MENOR IMPACTO AMBIENTAL Y SOCIAL POSIBLE",- 25 REGIONES CUENTAN CON PLANES DE APROVECHAMIENTO DEL CAPITAL NATURAL CON ENFOQUE TERRITORIAL EN PROCESO DE IMPLEMENTACIÓN,-NÚMERO DE PLANES DE APROVECHAMIENTO DE RECURSOS CON ENFOQUE TERRITORIAL,,,1,3,100,2021-02-21 12:00:47
16494,125455,EL MUNDO ENFRENTA DESAFÍOS AMBIENTALES DEBIDO A LA CONTAMINACIÓN DEL CAMBIO CLIMÁTICO POR LO QUE LOS PAÍSES DEBEN BUSCAR GARANTIZAR LA SOSTENIBILIDAD DEL MEDIO AMBIENTE,APLICAR UN ENFOQUE DE ECONOMÍA CIRCULAR PARA ALCANZAR UN DESARROLLO BAJO EN EMISIONES QUE NOS PERMITA MAYOR RESILIENCIA FRENTE AL CAMBIO CLIMÁTICO,-REDUCCIÓN DE EMISIONES DE GASES DE EFECTO INVERNADERO A 0.1%,"-  PORCENTAJE DE RESIDUOS REUTILIZABLES VINCULADOS A LA MINERÍA.
- NÚMERO DE PLANTAS DE TRATAMIENTO DE AGUAS RESIDUALES CONSTRUIDAS A NIVEL LOCAL.
- NÚMERO DE RELLENOS SANITARIOS EN FUNCIONAMIENTO. 
- DISMINUCIÓN DEL PLÁSTICO DE UN SOLO USO.",,,1,3,100,2021-02-21 12:00:47
